tenure_months,monthly_charges,total_charges,contract,internet_service,online_security,tech_support,is_senior,has_partner,has_dependents,paperless_billing,payment_method,churn
19,61.11,1200.29,month-to-month,fiber,yes,no,0,1,0,yes,bank_transfer,0
9,88.74,868.9,one_year,fiber,yes,no,0,0,1,yes,mailed_check,0
37,81.57,3065.98,month-to-month,fiber,yes,yes,0,0,0,yes,electronic_check,0
11,80.46,951.08,one_year,none,yes,no,0,0,0,yes,bank_transfer,0
22,48.02,1118.94,month-to-month,fiber,no,no,1,0,0,yes,mailed_check,1
32,59.17,1976.96,two_year,fiber,no,yes,0,0,0,no,electronic_check,0
40,75.44,3096.58,month-to-month,fiber,yes,yes,0,0,0,yes,bank_transfer,0
46,57.43,2691.88,two_year,none,no,yes,0,0,0,yes,electronic_check,0
48,64.43,3154.21,month-to-month,fiber,no,no,0,1,1,yes,mailed_check,0
60,78.83,4816.09,month-to-month,fiber,yes,no,0,0,1,no,credit_card,0
4,63.02,295.4,month-to-month,dsl,yes,yes,0,1,0,no,electronic_check,0
26,74.52,2003.51,month-to-month,fiber,no,yes,0,1,0,yes,mailed_check,0
0,101.85,131.08,month-to-month,dsl,no,yes,0,1,0,yes,electronic_check,1
0,66.56,52.64,one_year,fiber,yes,yes,1,0,1,yes,credit_card,1
15,93.59,1483.42,one_year,none,yes,no,0,1,0,yes,electronic_check,1
43,81.19,3572.57,month-to-month,none,yes,no,0,0,0,yes,credit_card,0
64,40.66,2645.2,two_year,dsl,no,yes,1,0,1,yes,electronic_check,0
55,47.96,2679.76,month-to-month,none,no,yes,0,0,0,yes,credit_card,0
46,53.33,2507.33,month-to-month,dsl,yes,yes,0,1,1,yes,bank_transfer,0
56,52.9,3021.73,one_year,fiber,no,yes,0,0,0,yes,electronic_check,0
12,68.19,913.22,month-to-month,fiber,no,no,0,0,0,yes,bank_transfer,1
60,82.29,5017.61,month-to-month,fiber,yes,no,0,1,0,yes,electronic_check,0
64,95.1,6180.71,month-to-month,fiber,yes,no,0,1,1,no,electronic_check,0
6,76.16,556.39,month-to-month,fiber,yes,yes,0,1,0,yes,electronic_check,1
33,61.09,2070.35,month-to-month,fiber,yes,no,0,0,0,yes,bank_transfer,0
59,28.36,1694.09,month-to-month,fiber,no,no,0,1,0,no,electronic_check,0
34,71.41,2502.92,month-to-month,fiber,no,yes,0,0,0,yes,bank_transfer,0
60,70.52,4316.9,one_year,fiber,no,no,1,0,1,yes,bank_transfer,0
67,73.66,5014.2,two_year,fiber,yes,no,0,0,0,yes,electronic_check,0
34,112.12,3922.02,month-to-month,dsl,no,no,0,0,0,yes,electronic_check,0
4,94.81,446.59,month-to-month,fiber,yes,no,1,0,1,yes,mailed_check,0
24,85.7,2141.5,month-to-month,fiber,yes,yes,0,1,0,no,electronic_check,1
15,50.76,824.68,month-to-month,dsl,yes,no,0,0,0,yes,electronic_check,1
34,59.74,2076.15,month-to-month,dsl,no,no,0,0,0,no,electronic_check,0
42,68.1,2924.97,one_year,none,no,no,1,0,1,yes,electronic_check,0
33,54.49,1848.44,one_year,none,no,yes,0,0,0,yes,bank_transfer,0
14,80.01,1188.99,month-to-month,fiber,no,yes,0,1,0,yes,electronic_check,0
21,77.14,1700.9,one_year,fiber,yes,no,0,0,1,yes,credit_card,0
48,48.23,2367.55,one_year,none,yes,no,0,1,1,yes,bank_transfer,0
1,93.94,196.01,two_year,fiber,no,yes,0,0,0,yes,credit_card,0
15,72.05,1138.72,month-to-month,dsl,no,no,0,0,0,yes,bank_transfer,1
64,35.42,2290.64,one_year,fiber,no,no,0,0,1,no,electronic_check,0
7,68.97,555.38,one_year,none,yes,no,0,0,1,yes,electronic_check,0
29,75.62,2260.95,month-to-month,fiber,no,yes,0,1,0,no,electronic_check,1
14,89.46,1374.79,one_year,dsl,yes,no,0,0,0,yes,bank_transfer,1
7,63.25,529.84,one_year,none,yes,no,0,1,0,yes,bank_transfer,0
30,86.56,2717.82,month-to-month,fiber,yes,no,0,1,1,yes,electronic_check,1
37,73.74,2788.26,month-to-month,fiber,yes,no,0,0,0,yes,bank_transfer,0
12,43.7,573.08,month-to-month,none,no,no,1,1,1,no,electronic_check,1
5,41.7,257.46,one_year,fiber,no,yes,0,0,0,yes,bank_transfer,0
9,92.45,938.52,month-to-month,none,yes,yes,0,1,1,yes,electronic_check,0
46,93.92,4407.58,month-to-month,none,yes,yes,0,0,0,no,electronic_check,0
61,76.46,4760.08,month-to-month,dsl,no,no,0,1,0,yes,mailed_check,0
12,99.91,1298.84,one_year,fiber,no,no,0,0,0,yes,credit_card,1
23,91.13,2189.45,one_year,fiber,yes,no,1,1,1,yes,bank_transfer,0
24,83.67,2066.02,month-to-month,none,yes,no,0,0,0,yes,electronic_check,1
25,51.77,1352.7,month-to-month,none,no,no,0,1,0,yes,mailed_check,0
17,104.63,1877.89,month-to-month,none,no,no,0,1,1,yes,mailed_check,0
3,80.73,330.42,month-to-month,fiber,yes,yes,0,0,0,yes,electronic_check,1
37,62.28,2369.57,one_year,fiber,no,no,0,1,1,yes,bank_transfer,0
25,56.63,1474.43,month-to-month,dsl,no,yes,1,1,0,yes,electronic_check,0
24,75.14,1877.81,one_year,fiber,yes,no,0,1,0,yes,mailed_check,0
19,36.58,737.35,one_year,dsl,no,no,0,0,0,yes,electronic_check,0
66,83.99,5623.99,two_year,none,no,no,1,1,1,yes,bank_transfer,1
43,50.93,2226.1,month-to-month,fiber,no,yes,0,1,1,no,electronic_check,0
30,77.41,2408.52,month-to-month,fiber,no,no,0,0,0,no,electronic_check,0
14,59.57,883.91,month-to-month,dsl,yes,no,0,1,1,yes,electronic_check,0
57,64.71,3736.04,two_year,fiber,no,yes,0,1,1,yes,bank_transfer,0
63,54.86,3499.82,one_year,fiber,no,no,0,1,1,no,credit_card,0
2,66.78,204.12,one_year,none,yes,no,0,1,0,yes,electronic_check,0
66,107.79,7219.85,one_year,none,no,no,1,1,0,yes,electronic_check,0
50,97.7,4941.03,month-to-month,fiber,no,yes,0,0,0,yes,bank_transfer,1
7,77.09,610.8,month-to-month,fiber,no,yes,1,1,0,yes,electronic_check,0
54,69.49,3838.2,one_year,dsl,no,yes,0,1,0,no,electronic_check,0
7,86.88,687.2,month-to-month,dsl,yes,yes,0,0,0,no,electronic_check,0
3,92.6,367.34,two_year,fiber,yes,no,0,0,0,yes,electronic_check,0
8,53.4,491.74,two_year,fiber,yes,no,0,0,0,yes,mailed_check,0
33,68.45,2338.19,two_year,dsl,no,yes,0,1,1,no,mailed_check,0
44,33.56,1517.06,one_year,dsl,no,no,0,1,0,yes,electronic_check,1
29,92.46,2722.53,month-to-month,fiber,no,no,1,1,0,no,electronic_check,0
8,111.3,1040.29,month-to-month,dsl,yes,yes,0,0,0,yes,electronic_check,0
14,71.6,1083.11,month-to-month,fiber,no,no,0,0,0,yes,credit_card,1
61,27.5,1718.54,one_year,fiber,no,no,0,0,0,no,mailed_check,1
69,82.18,5739.74,month-to-month,none,no,yes,0,1,0,yes,credit_card,0
54,51.92,2837.29,two_year,dsl,no,yes,0,1,0,yes,credit_card,0
7,56.73,453.92,month-to-month,dsl,no,no,0,1,0,yes,mailed_check,0
59,82.53,4947.25,month-to-month,dsl,yes,yes,0,0,1,yes,credit_card,0
49,75.09,3764.32,month-to-month,dsl,yes,no,0,1,0,yes,electronic_check,0
37,60.24,2302.07,one_year,fiber,yes,no,0,1,0,yes,electronic_check,0
10,57.01,626.11,month-to-month,fiber,yes,yes,0,1,1,yes,bank_transfer,0
71,72.52,5217.95,month-to-month,dsl,no,no,0,1,0,no,electronic_check,0
31,61.81,1984.38,month-to-month,none,yes,no,0,1,0,no,mailed_check,1
3,47.82,188.83,month-to-month,fiber,yes,no,0,1,1,yes,credit_card,0
15,63.35,1009.29,two_year,dsl,yes,no,1,0,0,no,credit_card,0
28,76.79,2242.84,month-to-month,dsl,no,no,0,1,0,yes,mailed_check,1
4,66.44,348.94,month-to-month,none,no,yes,0,1,0,no,bank_transfer,0
23,41.73,1010.57,month-to-month,fiber,yes,no,0,1,1,yes,mailed_check,1
33,89.78,3049.5,month-to-month,none,no,yes,0,0,1,no,mailed_check,0
68,15.22,1043.67,month-to-month,dsl,no,yes,0,1,1,no,electronic_check,0
6,61.07,425.68,month-to-month,fiber,no,no,0,0,0,no,mailed_check,0
41,57.6,2410.47,month-to-month,dsl,no,no,0,1,0,yes,electronic_check,1
65,72.96,4813.47,month-to-month,fiber,no,no,0,1,1,no,bank_transfer,0
58,81.23,4781.67,month-to-month,fiber,no,yes,0,0,0,yes,electronic_check,1
66,92.54,6199.8,one_year,fiber,yes,no,1,1,1,yes,bank_transfer,0
12,55.75,713.16,month-to-month,dsl,no,yes,0,1,1,no,mailed_check,1
57,81.73,4719.41,one_year,dsl,yes,no,0,1,0,no,electronic_check,0
70,73.92,5266.4,one_year,fiber,yes,yes,0,0,0,yes,credit_card,0
23,35.77,851.54,two_year,dsl,no,no,0,1,0,yes,mailed_check,0
35,108.01,3888.37,month-to-month,dsl,no,no,0,1,0,yes,bank_transfer,1
38,41.22,1615.45,one_year,dsl,no,yes,0,1,0,yes,electronic_check,0
35,78.39,2836.37,two_year,dsl,no,no,0,0,0,yes,electronic_check,0
20,77.8,1646.17,two_year,none,no,yes,0,1,0,no,credit_card,0
69,75.51,5290.27,one_year,dsl,no,no,0,0,0,yes,mailed_check,0
68,60.11,4156.29,month-to-month,fiber,no,no,0,1,0,yes,electronic_check,0
27,86.55,2447.17,two_year,fiber,yes,no,0,0,0,yes,mailed_check,0
57,38.79,2253.12,one_year,dsl,yes,yes,0,0,0,yes,electronic_check,0
28,68.68,1966.48,month-to-month,fiber,no,yes,0,0,1,yes,credit_card,0
57,58.72,3399.55,month-to-month,fiber,no,yes,0,1,0,no,electronic_check,0
42,56.45,2435.21,two_year,none,no,yes,0,1,1,yes,mailed_check,0
33,78.57,2661.53,month-to-month,fiber,no,no,1,1,0,yes,electronic_check,1
9,91.55,945.16,one_year,fiber,yes,yes,0,0,1,yes,electronic_check,1
47,63.13,3029.44,month-to-month,fiber,no,yes,0,0,0,yes,bank_transfer,1
23,85.61,2056.1,one_year,none,no,yes,0,0,0,yes,electronic_check,0
15,70.99,1151.81,month-to-month,fiber,no,no,0,1,0,yes,electronic_check,0
13,52.15,728.19,one_year,fiber,yes,no,1,0,1,no,mailed_check,0
70,64.84,4605.93,month-to-month,dsl,no,yes,0,1,0,yes,mailed_check,0
7,64.01,523.59,two_year,dsl,no,no,1,0,0,yes,credit_card,0
57,56.07,3235.55,month-to-month,dsl,no,yes,0,1,0,no,bank_transfer,0
62,78.57,4945.43,month-to-month,dsl,yes,no,0,0,0,yes,electronic_check,0
2,74.69,236.46,month-to-month,none,yes,yes,0,0,0,no,electronic_check,0
42,38.19,1642.67,month-to-month,none,yes,no,1,0,0,yes,mailed_check,0
41,36.97,1563.59,two_year,dsl,no,yes,1,0,1,yes,electronic_check,0
25,78.49,2016.0,month-to-month,none,no,no,0,0,0,yes,electronic_check,1
48,53.69,2612.66,month-to-month,fiber,no,no,0,1,0,yes,credit_card,0
29,76.04,2292.91,one_year,fiber,no,no,0,1,0,yes,bank_transfer,0
31,85.62,2754.67,month-to-month,none,yes,no,0,0,0,yes,electronic_check,0
31,44.58,1424.84,month-to-month,fiber,yes,yes,0,1,1,yes,electronic_check,0
57,41.77,2426.0,one_year,fiber,no,yes,0,0,1,yes,bank_transfer,1
45,103.49,4775.96,month-to-month,dsl,no,no,0,1,1,yes,mailed_check,0
27,77.03,2144.3,one_year,dsl,no,no,0,0,0,yes,electronic_check,0
66,61.62,4119.83,one_year,none,no,yes,0,0,0,yes,mailed_check,0
57,51.32,2978.51,month-to-month,dsl,no,yes,0,1,1,no,credit_card,0
67,59.79,4076.53,month-to-month,dsl,no,yes,0,0,0,no,electronic_check,0
52,46.19,2437.3,two_year,dsl,no,no,0,0,1,yes,bank_transfer,0
28,87.67,2538.96,month-to-month,fiber,yes,no,0,1,0,yes,credit_card,0
55,54.46,3047.1,one_year,fiber,yes,no,0,1,0,yes,mailed_check,0
23,91.87,2212.56,month-to-month,none,no,yes,0,1,1,yes,credit_card,1
19,61.99,1239.69,month-to-month,fiber,no,no,0,1,1,yes,electronic_check,0
32,49.13,1615.93,one_year,none,yes,yes,0,0,1,no,bank_transfer,0
69,61.47,4318.25,month-to-month,fiber,yes,yes,0,1,1,no,mailed_check,0
40,17.52,716.43,month-to-month,fiber,no,no,1,1,0,yes,electronic_check,0
27,67.58,1888.29,month-to-month,dsl,yes,no,0,0,0,yes,bank_transfer,0
33,66.6,2243.2,one_year,dsl,no,no,0,0,0,yes,mailed_check,1
20,86.49,1803.95,month-to-month,none,no,no,1,1,0,yes,electronic_check,0
47,32.27,1552.29,month-to-month,fiber,no,yes,1,1,0,no,electronic_check,0
25,93.24,2430.22,month-to-month,fiber,yes,yes,0,0,0,yes,mailed_check,1
39,86.41,3466.76,two_year,none,no,yes,0,1,1,yes,credit_card,0
26,95.04,2576.55,month-to-month,fiber,no,yes,0,0,1,yes,bank_transfer,0
23,68.95,1683.59,month-to-month,dsl,yes,no,0,0,0,yes,electronic_check,1
69,90.28,6306.1,month-to-month,fiber,no,no,0,1,0,yes,electronic_check,0
24,40.58,1001.36,month-to-month,fiber,yes,yes,0,0,1,yes,credit_card,1
5,84.26,487.86,month-to-month,fiber,no,no,0,0,1,yes,bank_transfer,1
27,54.58,1520.56,two_year,dsl,no,yes,0,1,0,yes,bank_transfer,0
38,36.97,1434.63,one_year,dsl,no,yes,1,0,0,no,bank_transfer,0
6,47.52,333.53,month-to-month,fiber,no,yes,0,1,0,yes,electronic_check,1
22,70.11,1630.09,month-to-month,dsl,no,no,1,1,1,yes,electronic_check,1
11,53.51,658.6,month-to-month,dsl,no,no,0,1,1,yes,electronic_check,1
36,77.52,2876.06,month-to-month,fiber,no,no,1,1,0,no,mailed_check,0
52,33.84,1808.01,month-to-month,fiber,yes,no,0,1,0,yes,bank_transfer,0
69,27.46,1920.24,month-to-month,dsl,no,no,0,1,0,no,bank_transfer,0
28,97.45,2794.23,two_year,fiber,no,no,0,1,0,no,credit_card,1
62,88.08,5567.59,month-to-month,dsl,yes,no,0,0,0,yes,electronic_check,0
15,49.01,766.14,month-to-month,fiber,no,no,0,1,1,no,bank_transfer,1
56,69.94,3976.02,two_year,fiber,yes,no,0,0,0,yes,credit_card,0
40,90.39,3715.39,month-to-month,none,yes,yes,0,0,0,yes,electronic_check,0
54,78.38,4309.3,month-to-month,dsl,yes,yes,1,1,1,yes,electronic_check,0
54,72.96,4010.01,month-to-month,none,no,no,0,0,1,yes,credit_card,0
38,91.9,3562.4,two_year,none,yes,yes,0,0,0,yes,electronic_check,0
18,55.39,1052.29,month-to-month,fiber,yes,no,1,1,1,yes,bank_transfer,1
37,70.62,2697.74,month-to-month,none,no,no,0,0,0,yes,electronic_check,1
59,69.64,4178.68,month-to-month,dsl,no,yes,0,1,0,yes,electronic_check,1
69,64.54,4507.08,month-to-month,dsl,no,yes,0,1,0,yes,credit_card,0
66,62.2,4151.88,month-to-month,none,yes,yes,0,1,1,yes,electronic_check,0
13,71.46,988.87,month-to-month,fiber,yes,no,0,0,0,yes,electronic_check,1
43,70.69,3115.91,two_year,fiber,no,no,0,1,0,yes,electronic_check,0
7,49.03,395.61,one_year,dsl,yes,yes,1,0,0,yes,electronic_check,0
48,86.04,4202.18,month-to-month,dsl,no,no,0,1,1,no,electronic_check,0
71,50.47,3611.52,month-to-month,dsl,no,no,0,0,1,yes,bank_transfer,0
3,65.64,268.07,month-to-month,dsl,yes,yes,0,0,1,yes,electronic_check,0
47,64.09,3064.81,month-to-month,none,no,yes,1,0,0,yes,electronic_check,1
68,77.16,5334.67,one_year,dsl,no,yes,0,1,1,yes,electronic_check,0
60,27.62,1680.64,month-to-month,fiber,yes,no,0,0,0,no,bank_transfer,0
28,87.82,2529.43,two_year,dsl,no,yes,0,0,1,yes,electronic_check,0
7,56.46,453.41,month-to-month,dsl,no,yes,0,0,0,yes,credit_card,1
66,94.4,6369.31,one_year,none,yes,yes,0,1,0,yes,credit_card,0
66,60.44,4058.53,two_year,dsl,no,no,0,1,1,yes,electronic_check,0
41,69.02,2900.72,one_year,dsl,no,no,0,0,1,yes,electronic_check,0
70,108.28,7695.65,two_year,none,no,yes,0,0,0,yes,bank_transfer,0
0,64.45,41.88,one_year,dsl,no,no,0,0,0,yes,electronic_check,1
44,94.78,4243.82,month-to-month,dsl,no,no,0,1,0,yes,credit_card,1
2,70.78,176.8,month-to-month,none,yes,no,0,1,0,yes,credit_card,0
67,78.31,5352.17,month-to-month,fiber,no,no,1,1,0,yes,bank_transfer,0
48,71.4,3520.41,two_year,fiber,no,no,0,1,0,yes,electronic_check,0
65,86.96,5746.19,month-to-month,dsl,yes,yes,0,0,0,yes,electronic_check,0
40,56.29,2309.41,two_year,dsl,yes,yes,0,1,0,yes,electronic_check,0
5,50.32,286.3,month-to-month,fiber,yes,no,0,1,0,no,electronic_check,1
1,57.23,111.95,one_year,fiber,yes,yes,0,1,0,yes,bank_transfer,1
24,71.99,1825.56,month-to-month,dsl,no,yes,0,0,0,yes,mailed_check,1
53,65.58,3543.04,two_year,none,yes,no,1,1,1,yes,bank_transfer,0
10,84.21,916.8,month-to-month,fiber,no,no,0,1,0,no,mailed_check,0
61,96.09,5923.79,month-to-month,fiber,no,yes,0,0,1,no,electronic_check,0
17,50.48,922.58,two_year,fiber,yes,no,0,0,1,no,bank_transfer,0
35,55.32,1990.74,month-to-month,fiber,no,yes,0,1,0,yes,credit_card,1
14,41.28,604.7,month-to-month,fiber,no,no,0,1,0,yes,mailed_check,1
33,110.61,3740.29,two_year,dsl,yes,no,0,0,0,no,mailed_check,0
32,76.09,2491.53,one_year,none,yes,no,1,1,0,no,electronic_check,0
0,79.6,77.5,month-to-month,fiber,no,no,1,0,0,no,bank_transfer,1
40,43.2,1772.99,month-to-month,none,no,no,0,0,0,no,credit_card,0
56,69.98,3981.82,month-to-month,none,no,no,0,0,1,yes,bank_transfer,0
67,80.18,5464.7,month-to-month,dsl,no,no,0,1,0,yes,electronic_check,0
23,64.94,1559.58,month-to-month,fiber,no,no,0,0,0,yes,electronic_check,1
63,91.51,5876.08,month-to-month,fiber,no,yes,0,1,1,yes,credit_card,0
63,116.24,7431.06,month-to-month,fiber,no,yes,0,0,0,yes,bank_transfer,0
71,51.06,3707.42,month-to-month,none,no,no,0,0,0,yes,electronic_check,0
26,49.56,1332.52,two_year,dsl,yes,yes,1,0,0,no,mailed_check,0
61,52.44,3241.81,month-to-month,fiber,no,no,0,0,0,yes,electronic_check,1
40,102.12,4165.96,month-to-month,none,no,yes,1,0,0,yes,credit_card,0
4,90.85,450.42,two_year,none,no,yes,0,0,0,yes,electronic_check,0
19,67.29,1322.66,one_year,dsl,yes,yes,1,0,0,yes,electronic_check,0
48,70.73,3469.94,month-to-month,none,no,yes,0,0,0,no,electronic_check,0
11,53.67,623.59,two_year,dsl,yes,yes,0,1,0,yes,electronic_check,0
31,87.8,2812.44,month-to-month,fiber,no,no,0,1,0,yes,bank_transfer,1
55,62.4,3477.54,month-to-month,dsl,yes,yes,0,0,0,no,bank_transfer,0
10,64.8,707.86,month-to-month,fiber,no,no,0,0,0,yes,bank_transfer,1
35,82.18,2968.42,month-to-month,dsl,yes,yes,0,0,0,yes,electronic_check,0
15,66.24,1090.36,one_year,dsl,no,no,0,0,1,yes,bank_transfer,1
38,65.3,2532.62,month-to-month,dsl,no,no,1,0,0,no,credit_card,0
17,70.21,1261.67,two_year,none,yes,yes,0,1,0,yes,mailed_check,0
69,85.91,6001.26,month-to-month,fiber,no,yes,0,0,0,yes,mailed_check,1
5,102.93,599.67,month-to-month,fiber,no,no,1,1,0,yes,electronic_check,1
69,81.71,5708.02,month-to-month,fiber,no,no,0,1,1,no,credit_card,0
57,86.07,5006.25,month-to-month,fiber,no,yes,1,0,1,no,electronic_check,0
61,66.0,4085.56,two_year,dsl,no,no,0,0,0,no,bank_transfer,0
61,55.84,3487.2,one_year,dsl,no,yes,0,0,0,yes,mailed_check,0
13,83.08,1170.03,one_year,fiber,no,yes,0,1,0,yes,electronic_check,0
67,73.42,4977.73,one_year,none,no,yes,0,1,1,yes,electronic_check,0
42,41.55,1783.6,month-to-month,dsl,no,no,0,0,1,yes,credit_card,0
69,63.44,4430.63,month-to-month,fiber,no,yes,0,0,0,no,mailed_check,0
63,68.34,4384.7,month-to-month,none,no,no,0,0,0,yes,mailed_check,0
41,59.79,2491.58,one_year,none,no,yes,0,0,0,yes,credit_card,0
26,99.63,2663.29,month-to-month,dsl,yes,yes,1,1,0,yes,mailed_check,0
8,79.6,706.98,month-to-month,none,no,yes,1,0,0,yes,credit_card,1
7,97.46,792.99,one_year,fiber,yes,no,0,0,1,yes,credit_card,0
28,75.27,2201.39,month-to-month,fiber,no,no,0,1,0,no,bank_transfer,0
58,71.63,4245.95,month-to-month,fiber,no,no,0,0,1,no,electronic_check,0
36,51.27,1902.42,month-to-month,dsl,yes,yes,0,0,0,yes,credit_card,0
34,70.24,2457.24,month-to-month,fiber,yes,yes,0,0,0,yes,bank_transfer,0
17,70.26,1275.85,month-to-month,fiber,yes,yes,0,1,0,yes,electronic_check,0
40,42.66,1739.3,two_year,fiber,no,no,0,1,0,yes,bank_transfer,0
45,59.21,2701.82,one_year,none,yes,no,0,1,0,yes,electronic_check,0
70,63.53,4516.18,month-to-month,fiber,yes,no,0,1,0,yes,electronic_check,0
52,78.27,4132.57,one_year,dsl,yes,yes,1,1,0,no,bank_transfer,0
43,79.23,3485.09,one_year,dsl,yes,no,0,1,0,no,bank_transfer,0
65,58.37,3853.82,one_year,none,yes,no,0,0,1,yes,mailed_check,0
30,79.38,2464.72,two_year,fiber,yes,no,0,0,1,yes,bank_transfer,0
67,66.36,4524.93,one_year,none,no,no,0,0,1,yes,credit_card,1
26,15.0,407.5,month-to-month,fiber,no,yes,0,0,0,no,electronic_check,1
9,60.31,605.45,month-to-month,fiber,no,yes,0,1,0,no,electronic_check,0
30,91.58,2830.88,month-to-month,none,yes,no,0,1,0,no,electronic_check,1
9,36.36,364.38,month-to-month,fiber,yes,yes,0,1,0,yes,credit_card,1
8,72.25,641.63,two_year,fiber,yes,no,1,0,0,no,electronic_check,1
63,101.71,6505.44,month-to-month,dsl,no,no,0,0,0,yes,electronic_check,1
57,54.79,3206.51,month-to-month,none,yes,no,1,1,0,yes,credit_card,0
15,70.04,1123.19,two_year,fiber,yes,no,0,0,0,yes,bank_transfer,1
60,43.92,2683.07,one_year,fiber,no,yes,1,1,0,yes,electronic_check,0
4,102.54,498.23,month-to-month,fiber,yes,no,0,0,1,yes,credit_card,1
20,68.33,1448.87,two_year,dsl,no,no,0,1,0,yes,electronic_check,0
50,70.93,3628.22,month-to-month,fiber,no,no,0,0,0,yes,mailed_check,1
21,97.09,2150.88,month-to-month,dsl,no,yes,0,1,0,yes,electronic_check,0
52,83.23,4414.77,month-to-month,dsl,yes,no,0,0,1,yes,bank_transfer,0
62,52.49,3317.73,two_year,none,yes,yes,0,0,0,yes,electronic_check,0
4,57.05,299.76,month-to-month,fiber,no,no,0,1,1,yes,credit_card,1
1,79.9,164.32,month-to-month,fiber,yes,yes,0,0,0,yes,mailed_check,0
67,57.52,3910.04,one_year,fiber,yes,yes,0,0,0,yes,electronic_check,0
37,27.66,1056.03,two_year,dsl,no,no,0,1,0,no,credit_card,0
36,68.94,2538.31,month-to-month,fiber,yes,no,1,0,0,yes,bank_transfer,0
33,40.4,1367.8,month-to-month,dsl,yes,no,0,0,0,yes,mailed_check,0
31,102.33,3273.47,two_year,fiber,no,yes,0,0,0,yes,mailed_check,0
49,73.54,3651.39,one_year,none,no,no,0,1,0,yes,mailed_check,0
41,51.9,2188.39,month-to-month,fiber,yes,no,0,0,0,yes,mailed_check,1
11,56.03,661.57,month-to-month,fiber,no,yes,0,1,0,no,credit_card,0
45,32.21,1478.62,month-to-month,none,no,yes,0,1,0,no,electronic_check,0
48,48.01,2350.44,one_year,fiber,yes,no,0,0,1,yes,electronic_check,0
8,90.33,813.68,month-to-month,fiber,no,no,0,1,1,yes,bank_transfer,1
27,114.64,3202.04,one_year,fiber,yes,yes,0,1,0,yes,credit_card,0
56,84.53,4817.07,month-to-month,fiber,no,yes,0,1,1,yes,electronic_check,0
44,68.16,3066.39,one_year,dsl,yes,no,0,0,0,no,electronic_check,0
9,61.36,608.11,month-to-month,fiber,yes,no,0,1,1,yes,bank_transfer,1
2,50.87,144.74,two_year,fiber,no,no,0,0,1,no,credit_card,1
41,111.2,4694.45,month-to-month,dsl,no,no,0,0,0,yes,bank_transfer,0
33,66.23,2223.95,month-to-month,none,yes,yes,0,0,0,yes,mailed_check,0
69,112.31,7857.08,month-to-month,dsl,no,yes,0,1,1,yes,electronic_check,0
37,97.87,3709.88,month-to-month,fiber,no,yes,0,0,0,yes,credit_card,0
67,35.18,2395.19,month-to-month,none,no,no,0,1,0,yes,bank_transfer,0
15,56.68,890.39,one_year,dsl,yes,no,0,0,1,yes,bank_transfer,0
32,56.62,1862.8,two_year,none,yes,yes,0,0,0,no,credit_card,0
10,68.4,751.0,month-to-month,none,no,no,0,0,0,yes,credit_card,0
41,68.79,2903.9,month-to-month,fiber,yes,no,0,0,0,yes,electronic_check,0
13,129.92,1827.51,month-to-month,none,yes,yes,0,1,1,yes,electronic_check,0
35,48.46,1733.09,one_year,fiber,yes,yes,0,1,0,yes,electronic_check,0
24,74.58,1857.23,month-to-month,fiber,yes,no,0,0,1,no,credit_card,1
13,82.33,1167.21,month-to-month,fiber,no,no,0,0,0,no,mailed_check,1
6,69.97,472.99,month-to-month,fiber,yes,yes,1,0,0,yes,bank_transfer,0
36,72.2,2670.26,month-to-month,dsl,yes,yes,1,1,0,yes,electronic_check,0
68,49.1,3387.81,month-to-month,dsl,yes,yes,0,0,0,yes,mailed_check,0
14,72.13,1076.38,month-to-month,fiber,yes,no,0,1,0,yes,electronic_check,1
29,80.23,2450.16,month-to-month,fiber,yes,yes,0,0,0,yes,credit_card,1
16,76.55,1295.03,one_year,none,yes,yes,0,0,0,yes,mailed_check,0
58,81.4,4809.92,month-to-month,none,no,yes,0,1,0,yes,credit_card,0
29,98.25,2932.44,month-to-month,dsl,yes,no,1,1,0,no,electronic_check,0
70,88.74,6309.91,month-to-month,fiber,yes,no,0,0,1,yes,electronic_check,0
17,71.43,1298.18,two_year,fiber,no,yes,0,0,1,no,electronic_check,1
5,46.56,273.88,one_year,dsl,no,no,0,0,0,no,electronic_check,0
41,58.0,2435.37,month-to-month,fiber,no,no,0,0,1,no,bank_transfer,0
46,65.61,3071.92,two_year,fiber,no,no,0,1,0,no,electronic_check,0
71,75.05,5386.42,month-to-month,none,yes,no,1,1,1,yes,mailed_check,0
62,60.43,3819.62,month-to-month,dsl,yes,no,0,0,1,yes,electronic_check,0
63,51.29,3276.88,one_year,none,yes,no,0,0,0,yes,credit_card,0
45,46.24,2104.72,one_year,none,yes,yes,0,1,1,yes,electronic_check,1
25,36.98,974.54,month-to-month,fiber,no,no,0,1,0,yes,bank_transfer,0
30,65.3,2013.82,month-to-month,dsl,no,no,0,1,1,no,credit_card,0
9,40.61,404.1,month-to-month,dsl,no,yes,0,1,0,yes,credit_card,0
31,49.99,1616.09,month-to-month,none,no,no,0,0,0,yes,bank_transfer,0
26,62.12,1675.48,two_year,dsl,no,yes,1,1,1,no,mailed_check,0
2,43.28,128.43,month-to-month,dsl,yes,no,0,0,1,no,mailed_check,1
14,77.6,1144.94,two_year,none,no,yes,0,1,0,no,bank_transfer,0
38,84.8,3279.47,month-to-month,fiber,no,yes,0,0,0,yes,credit_card,1
26,59.01,1591.31,one_year,fiber,yes,yes,0,1,0,yes,mailed_check,0
